Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,year,Amount in Millions
Haber,2017.0,Pune,Technology,"Real-time, automated insights to increase plant efficiency","Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,20000000.0,Series,2021,20.0
True Balance,2014.0,Gurugram,Finance,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",30000000.0,Seed,2021,30.0
Recordent,2018.0,Hyderabad,Finance,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",400000.0,Seed,2021,0.4
Koparo,2020.0,New Delhi,E-Commerce & Retail,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",700000.0,Seed,2021,0.7
Indifi,2015.0,Gurugram,Finance,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",40000000.0,Seed,2021,40.0
Settl,2020.0,Bangalore,Real Estate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",500000.0,Seed,2021,0.5
Park+,2019.0,New Delhi,Technology,Building an eco-system for car owners which will be a one-stop solution for all their needs.,Amit Lakhotia,"Sequoia Capital, Matrix Partners",25000000.0,Series,2021,25.0
Simple Energy,2019.0,Bangalore,Transport & Logistics,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,Suhas Rajkumar,Inflection Point Ventures,21000000.0,Pre-Series,2021,21.0
Dream Sports,2008.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts","Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",840000000.0,Seed,2021,840.0
Spinny,2015.0,Gurugram,Transport & Logistics,Spinny is a new age used car end-to-end platform in India.,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",248000000.0,Series,2021,248.0
Rentomojo,2014.0,Bangalore,Technology,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",Geetansh Bamania,"Accel, Bain Capital",10000000.0,Seed,2021,10.0
Slice,2015.0,Bangalore,Finance,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards","Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners",220000000.0,Series,2021,220.0
21K School,2020.0,Bangalore,Technology,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.","Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,5000000.0,Series,2021,5.0
Adda247,2016.0,Gurugram,Technology,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams","Anil Nagar, Saurabh Bansal",WestBridge Capital,20000000.0,Series,2021,20.0
Loop Health,2018.0,Pune,Technology,India's first health insurance with unlimited primary care for employees.,"Amrit Singh, Mayank Kale","Elevation, General Catalyst",12000000.0,Seed,2021,12.0
Rupifi,2020.0,Bangalore,Finance,Embedded Lending for Small Businesses,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,1000000.0,Debt,2021,1.0
RENEE Cosmetics,2019.0,Ahmedabad,HealthCare,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.","Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",1500000.0,Series,2021,1.5
Svish,2020.0,Gurugram,E-Commerce & Retail,D2C personal hygiene startup,"Ishan, Jaideep Mahajan",Nueva,400000.0,Seed,2021,0.4
Progcap,2016.0,New Delhi,Technology,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm","Pallavi Shrivastava, Himanshu Chandra",Tiger Global,30000000.0,Series,2021,30.0
Smartstaff,2020.0,Bangalore,Technology,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners",4300000.0,Seed,2021,4.3
D’Moksha Homes,2020.0,Mumbai,Manufacturing,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.","Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",570000.0,Seed,2021,0.57
ANS Commerce,2017.0,Gurugram,E-Commerce & Retail,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",2200000.0,Series,2021,2.2
Mobileware Technologies,2008.0,Mumbai,Technology,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.","Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services,4700000.0,Seed,2021,4.7
GramCover,2016.0,Noida,Finance,GramCover is a tech-enabled insurance marketplace for rural India.,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000.0,Series,2021,7.0
BYJU'S,2011.0,Bangalore,Technology,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss",300000000.0,Seed,2021,300.0
Hyperface,2021.0,Bangalore,Technology,Empowering Brands and Fintechs to offer banking products contextually to their customers.,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital",1300000.0,Seed,2021,1.3
Licious,2015.0,Bangalore,"Food, Hospitality, Tourism & Travel","Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Vivek Gupta, Abhay",Inflection Point Ventures,52000000.0,Series,2021,52.0
Chalo,2014.0,Mumbai,Technology,India’s #1 bus transport technology company.,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital",40000000.0,Series,2021,40.0
Kaar Technologies,2005.0,Chennai,Technology,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",Maran Nagarajan,BlackSoil,4000000.0,Seed,2021,4.0
Kissan Pro,2021.0,Jharkhand,Technology,"Full stack solution on agri advisory, input purchase and market linkage",Ravi Dasoundhi,EKKI,3500000.0,Seed,2021,3.5
Sunstone Eduversity,2011.0,Gurugram,Technology,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,"Ashish Munjal, Piyush Nangru",WestBridge Capital,28000000.0,Series,2021,28.0
Ozonetel,2007.0,Hyderabad,Other,Ozonetel is leading Cloud Telephony solution provider.,"CSN Murthy, Atul Sharma",Stakeboat Capital,5000000.0,Series,2021,5.0
CoinSwitch Kuber,2017.0,Bangalore,Finance,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.","Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz",260000000.0,Series,2021,260.0
Pazcare,2020.0,Bangalore,Finance,Paz Care is India's leading Employee Benefits & Health insurance platform,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital",3500000.0,Seed,2021,3.5
kWh Bikes,2020.0,Bangalore,Transport & Logistics,Building India’s strongest and smartest electric 2 wheelers,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital",2000000.0,Seed,2021,2.0
IBSFINtech,2006.0,Bangalore,Technology,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.","C M Grover, TM Manjunath",Inflection Point Ventures,1000000.0,Series,2021,1.0
LeadSquared,2011.0,Bangalore,Technology,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",Nilesh Patel,International Finance Corporation,3500000.0,Seed,2021,3.5
Phool.co,2017.0,Kanpur,Energy & Environment,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",3500000.0,Seed,2021,3.5
Twin Health,2018.0,Chennai,Technology,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000.0,Series,2021,140.0
Trica,2021.0,Mumbai,Technology,Powering private markets - A technology platform for startups and investors.,Nimesh Kampani,LetsVenture,3000000.0,Seed,2021,3.0
mHealth,2020.0,New Delhi,Technology,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator,3500000.0,Seed,2021,3.5
Rebel Foods,2011.0,Mumbai,Technology,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.","Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority,175000000.0,Series,2021,175.0
ProfitWheel,2020.0,Mumbai,Technology,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",3000000.0,Seed,2021,3.0
Log 9 Materials,2014.0,Bangalore,Technology,Log9 Materials is on a mission to make global energy 100% clean.,Akshay Singhal,Petronas Ventures,2000000.0,Seed,2021,2.0
Chingari,2018.0,Bangalore,Technology,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",Sumit Ghosh,Solana,19000000.0,Seed,2021,19.0
Ishitva,2018.0,Ahmedabad,Technology,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",Jitesh Dadlani,Inflection Point Ventures,1000000.0,Series,2021,1.0
Ola Electric,2017.0,Bangalore,Transport & Logistics,Sustainability for the future.,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000.0,Seed,2021,200.0
leap.club,2014.0,Gurugram,Technology,A community-led professional network for women,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah",810000.0,Series,2021,0.81
F5,2018.0,New Delhi,Technology,One-Stop Solution for Daily Workplace Needs,"Raghav Arora, Lalit Aggarwal",Auxano Capital,600000.0,Series,2021,0.6
ForeignAdmits,2018.0,Bangalore,Education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,400000.0,Seed,2021,0.4
SALT,2019.0,Bangalore,Finance,Salt is a neo-banking experience created to cater to international businesses.,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus",500000.0,Pre-seed,2021,0.5
EarnWealth,2014.0,Pune,Finance,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",Rajesh P Nair,Inflection Point Ventures,500000.0,Series,2021,0.5
Visit Health,2015.0,New Delhi,Technology,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.","Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies,7500000.0,Seed,2021,7.5
Crater.Club,2020.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts","Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.","Vignesh Prasad, Vivan Puri",LC Nueva AIF,700000.0,Seed,2021,0.7
NFTically,2021.0,Gurugram,Finance,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal",1000000.0,Seed,2021,1.0
ReshaMandi,2020.0,Bangalore,E-Commerce & Retail,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000.0,Series,2021,30.0
Zetwerk,2018.0,Bangalore,Manufacturing,ZETWERK is a universal manufacturing network powered by new-age technology.,Amrit Acharya,TradeCred,600000000.0,Seed,2021,600.0
Hubilo,2020.0,Ahmedabad,Technology,Hubilo is the leading hybrid event platform built for engagement and event excellence.,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital,125000000.0,Series,2021,125.0
M2P Fintech,2015.0,Chennai,Finance,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",Madhusudanan R,Tiger Global,35000000.0,Series,2021,35.0
Open Financial Technologies,2017.0,Bangalore,Finance,Open is Asia’s first neobanking platform for SMEs and startups.,Anish Achuthan,"Temasek, Google, SBI Investment",90000000.0,Series,2021,90.0
Niro,2021.0,Bangalore,Finance,Embedding personal credit products into leading consumer internet platforms.,"Aditya Kumar, Sankalp Mathur",Elevar Equity,3500000.0,Seed,2021,3.5
Wiingy,2021.0,Bangalore,Technology,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,Asit Biswal,Aroa Ventures,400000.0,Seed,2021,0.4
CarDekho,2008.0,Jaipur,Transport & Logistics,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,"Amit Jain, Anurag Jain",Inflection Point Ventures,250000000.0,Series,2021,250.0
Melorra,2015.0,Bangalore,E-Commerce & Retail,A company that styles jewellery for the contemporary wardrobe.,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest",24000000.0,Seed,2021,24.0
AnKa SumMor,2017.0,Bangalore,E-Commerce & Retail,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.","Rajiv Joshi, Ashok George",Inflection Point Ventures,1000000.0,Series,2021,1.0
Toch.ai,2016.0,Mumbai,Technology,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.","Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,11000000.0,Series,2021,11.0
Playto Labs,2021.0,Bangalore,Technology,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,Pavan Ponnaganti,Inflection Point Ventures,500000.0,Seed,2021,0.5
Fraazo,2020.0,Mumbai,"Food, Hospitality, Tourism & Travel",FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Atul Kumar, Aashish Krishnatre",WestBridge Capital,50000000.0,Series,2021,50.0
Arcana,2019.0,Bangalore,Technology,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia",2300000.0,Seed,2021,2.3
FloCareer,2018.0,Bangalore,Services,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.","Mohit Jain,  Mehul Bhatt",Data Point Capital,5700000.0,Series,2021,5.7
Nap Chief,2019.0,Mumbai,Technology,India's favourite Kid's wear and Family Sleepwear D2C Brand,Raghav Gupta,Titan Capital,200000.0,Seed,2021,0.2
AcknoLedger,2021.0,Mumbai,Finance,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",1500000.0,Seed,2021,1.5
ApplicateAI,2014.0,Gurugram,Technology,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.","Madhusudan Atmakuri, Ranjeet Kumar",Inflection Point Ventures,30000000.0,Series,2021,30.0
VLCC Health Care,1989.0,Gurugram,Technology,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,Vandana Luthra,Inflection Point Ventures,4000000.0,Seed,2021,4.0
Duroflex,1963.0,Bangalore,Technology,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",P. C. Mathew,Norwest Venture Partners,60000000.0,Seed,2021,60.0
Aviom India,2016.0,Bhilwara,Finance,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,Kajal Ilmi,Sabre Partners,8000000.0,Series,2021,8.0
Onato,2021.0,Bangalore,Technology,A startup solving inefficiencies in the agri supply chain,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore",2200000.0,Seed,2021,2.2
Mestastop Solutions,2018.0,Bangalore,Technology,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",Dr Arnab Roy Chowdhury,CIIE.CO,100000.0,Seed,2021,0.1
SaaS Labs,2016.0,Noida,Technology,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",17000000.0,Series,2021,17.0
Devnagri,2017.0,Noida,Other,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.","Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV",600000.0,Seed,2021,0.6
CRED,2018.0,Bangalore,Finance,CRED is a credit card payment platform that rewards users with points for paying their bills.,Kunal Shah,"Tiger Global, Falcon Edge",250000000.0,Series,2021,250.0
ConveGenius,2013.0,Noida,Education,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital",5000000.0,Pre-seed,2021,5.0
Totality,2017.0,Gurugram,Technology,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",Anshul Rustaggi,"Leo Capital, Mayfield Fund",1000000.0,Seed,2021,1.0
CredAble,2017.0,Mumbai,Finance,CredAble provides liquidity programs for enterprise supply chains.,Nirav Choksi,"Plutus Wealth, Oaks Asset Management",30000000.0,Series,2021,30.0
MarketWolf,2017.0,Mumbai,Finance,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.","Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",5500000.0,Seed,2021,5.5
Wondrlab,2020.0,Bangalore,Technology,India's largest platform-first martech startup,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",7000000.0,Series,2021,7.0
SUN Mobility,2017.0,Bangalore,Transport & Logistics,Provider of universal energy infrastructure and services to accelerate mass EV usage!,Chetan Maini,Vitol,50000000.0,Seed,2021,50.0
Tamasha,2020.0,Mumbai,Technology,"Tamasha, the next-generation interactive entertainment platform.","Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,3000000.0,Series,2021,3.0
Revfin,2017.0,New Delhi,Finance,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",4000000.0,Series,2021,4.0
Yu Foodlabs,2020.0,Gurugram,"Food, Hospitality, Tourism & Travel",Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",1000000.0,Series,2021,1.0
MergerDomo,2018.0,New Delhi,Finance,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,Hormazd Charna,Nadir B Godrej,500000.0,Seed,2021,0.5
FarMart,2015.0,Gurugram,Technology,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,10000000.0,Series,2021,10.0
Questt,2020.0,Gurugram,Technology,Questt is a Free online homework app that lets teachers assign gamified homework to students.,"Akhil, Mohsin M, Rohit Pande",Celesta Capital,6750000.0,Series,2021,6.75
IDfy,2011.0,Mumbai,Technology,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,Ashok Hariharan,"TransUnion, Blume Ventures",10000000.0,Series,2021,10.0
ClearDekho,2016.0,Bangalore,Technology,ClearDekho is India’s Leading Affordable Eyewear Brand.,"Saurabh Dayal, Shivi Singh",Aroa Ventures,4000000.0,Series,2021,4.0
BookingJini,2017.0,Gurugram,Technology,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network,1200000.0,Series,2021,1.2
Sourcewiz,2021.0,Gurugram,Technology,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation",3000000.0,Seed,2021,3.0
Tvasta,2016.0,Chennai,Manufacturing,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International,400000.0,Seed,2021,0.4
Kafqa Academy,2021.0,Bangalore,Technology,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital",1300000.0,Seed,2021,1.3
Trell,2016.0,Bangalore,E-Commerce & Retail,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,100000000.0,Seed,2021,100.0
Storia,2016.0,Mumbai,"Food, Hospitality, Tourism & Travel","Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",Vishal Shah,Sixth Sense Ventures,6000000.0,Series,2021,6.0
Clear,2011.0,Bangalore,Technology,India’s leading FinTech SaaS platform,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",75000000.0,Series,2021,75.0
Groww,2016.0,Bangalore,Finance,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth,250000000.0,Series,2021,250.0
The Indus Valley,2016.0,Chennai,E-Commerce & Retail,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels",1100000.0,Seed,2021,1.1
BharatPe,2018.0,New Delhi,Finance,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.","Ashneer Grover, Shashvat Nakrani",MAS Financial Services,10000000.0,Seed,2021,10.0
Teachmint,2020.0,Bangalore,Technology,Teachmint is an education infrastructure provider and India’s largest teaching platform.,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",78000000.0,Series,2021,78.0
Porter,2014.0,Bangalore,Technology,Porter is India's Largest Marketplace for Intra-City Logistics.,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",100000000.0,Series,2021,100.0
O4S,2017.0,Gurugram,Technology,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",6000000.0,Series,2021,6.0
Wobb,2020.0,Gurugram,Technology,The platform for marketers to find and work with influencers,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",200000.0,Pre-seed,2021,0.2
BASIC Home Loan,2020.0,Gurugram,Finance,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",3500000.0,Series,2021,3.5
Siply,2020.0,Bangalore,Finance,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1","Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle",3200000.0,Series,2021,3.2
BankSathi,2020.0,New Delhi,Finance,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya",500000.0,Seed,2021,0.5
Gramophone,2016.0,Indore,Technology,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.","Tauseef Khan, Harshit Gupta",Z3Partners,10000000.0,Seed,2021,10.0
Healofy,2016.0,Bangalore,Technology,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India",6000000.0,Series,2021,6.0
E42,2012.0,Pune,Technology,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,5400000.0,Series,2021,5.4
Spottabl,2017.0,Bangalore,Services,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal",400000.0,Seed,2021,0.4
DeHaat,2012.0,Gurugram,Technology,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",115000000.0,Series,2021,115.0
Shumee,2014.0,Bangalore,Technology,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",Meeta Sharma Gupta,Dia Mirza,3500000.0,Seed,2021,3.5
Zolve,2020.0,Bangalore,Finance,World's first cross-border Neobank,Raghunandan G,DST Global,40000000.0,Series,2021,40.0
Instoried,2018.0,Bangalore,Technology,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",Sharmin Ali,"Pritt Investment Partners, 9Unicorns",8000000.0,Seed,2021,8.0
SportZchain,2021.0,Mumbai,"Fashion, Sports, Entertainment, Media & Arts",SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",400000.0,Pre-seed,2021,0.4
Hypto,2018.0,Chennai,Technology,The next generation of web services that democratize access to finance for developers and businesses.,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,3000000.0,Seed,2021,3.0
CHUPPS,2016.0,Mumbai,Technology,D2C footwear brand,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts,1100000.0,Series,2021,1.1
Zenduty,2019.0,Bangalore,Technology,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams","Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,1900000.0,Series,2021,1.9
R for Rabbit,2014.0,Ahmedabad,E-Commerce & Retail,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,Kunal Popat,Xponentia Capital Partners,5000000.0,Seed,2021,5.0
Acko,2016.0,Bangalore,Finance,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",255000000.0,Series,2021,255.0
LoveLocal,2015.0,Mumbai,Technology,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,Akanksha Hazari,Vulcan Capital,18000000.0,Series,2021,18.0
